,date,Headlines
12130,2023-03-02,New Biden Cybersecurity Strategy Assigns Responsibility to Tech Firms
12131,2023-03-02,State Trooper Shot on Duty ‘Feet From’ Congressman’s Home in New Jersey
12132,2023-03-03,They Sneaked Into a Derelict Arms Plant: Instagrammers or Spies?
12133,2023-03-03,Paid Accounts on Facebook and Instagram Arrive in Australia
12134,2023-03-04,"On Wall St., ‘Socially Responsible’ Is Common Sense. In Congress, It’s Political."
12135,2023-03-06,"How a Derailed Train Galvanized an Ohio Town, and Congress"
12136,2023-03-06,A Gen Z Mystery: My Instagram Posts Keep Showing Up on Facebook!
12137,2023-03-06,White House Said to Consider Pushing Congress on Dealing With TikTok
12138,2023-03-07,"Ben Savage, ‘Boy Meets World’ Actor, Is Running for Congress"
12139,2023-03-09,Data Breach Could Compromise Lawmakers’ Personal Information
12140,2023-03-10,No Rest Between Censuses for Congressional Mapmakers
12141,2023-03-11,"D.C. Data Breach That Included Members of Congress Affected More Than 56,000"
12142,2023-03-14,"Patricia Schroeder, Feminist Force in Congress, Dies at 82"
12143,2023-03-14,"Meta to Lay Off Another 10,000 Workers"
12144,2023-03-14,Maxine Waters says Congress should consider raising the cap on deposits backed by the F.D.I.C.
12145,2023-03-16,Gold Metal Bags That Are Sure to Spark a Conversation
12146,2023-03-17,Biden Asks Congress for New Tools to Target Executives of Failed Banks
12147,2023-03-19,"Move Over, Metaverse. Here’s Something Meaner."
12148,2023-03-20,Meta Manager Was Hacked With Spyware and Wiretapped in Greece
12149,2023-03-21,"John Jenrette Jr., Congressman Nabbed in Abscam Sting, Dies at 86"
12150,2023-03-23,What to Know About Today’s Congressional Hearing on TikTok
12151,2023-03-23,Double-Barreled Economic Threat Puts Congress on Edge
12152,2023-03-23,Utah Law Could Curb Use of TikTok and Instagram by Children and Teens
12153,2023-03-28,Silicon Valley Bank’s Risks Went Deep. Congress Wants to Know Why.
12154,2023-03-29,Congress Votes to Roll Back Biden Administration Rule on Water
12155,2023-04-05,‘Lewis Capaldi: How I’m Feeling Now’ Review: Breakout Crooner in Meta Form
12156,2023-04-07,Can Congress Make an End-Run Around a Debt Limit Impasse? It’s Tricky.
12157,2023-04-10,Using Facebook and Instagram to Find the Perfect Apartment
12158,2023-04-11,Leaders in Congress Given Classified Records Found at Homes of Biden and Trump
12159,2023-04-12,Mass Layoffs and Absentee Bosses Create a Morale Crisis at Meta
12160,2023-04-13,"‘Suzume’ Review: Gods, Spells and Instagram Posts"
12161,2023-04-18,Texas Eighth Congressional District Primary Election Results
12162,2023-04-19,"As Fears of Banking Crisis Surged, Members of Congress Sold Bank Shares"
12163,2023-04-20,Gucci Raid Part of Growing E.U. Antitrust Scrutiny of Fashion
12164,2023-04-20,How to Claim Your Share of Facebook’s $725 Million Privacy Settlement
12165,2023-04-20,"Bud Shuster, Unabashed ‘Asphalt King’ of Congress, Dies at 91"
12166,2023-04-22,Bragg Agrees to Let Ex-Prosecutor Testify About Trump Case in Congress
12167,2023-04-24,Morgan Wallen Fends Off Metallica for a Seventh Week at No. 1
12168,2023-04-24,Atlanta Prosecutor Sets Timetable for Charging Decisions in Trump Investigation
12169,2023-04-26,Chief Justice Declines to Testify Before Congress Over Ethics Concerns
12170,2023-04-26,Meta Returns to Growth After Struggling With Falling Sales
12171,2023-05-01,McCarthy Offers to Host Netanyahu in Congress
12172,2023-05-02,Alabama Third Congressional District Primary Election Results
12173,2023-05-02,Minnesota First Congressional District Special Primary Election Results
12174,2023-05-03,F.T.C. Seeks ‘Blanket’ Ban on Meta’s Use of Young Users’ Data
12175,2023-05-03,Congress Clashes With Biden Over Tariffs on Illegal Chinese Solar Panels
12176,2023-05-04,Wealthy Democratic Congressman Enters Maryland Senate Race
12177,2023-05-04,Smaller Banks Are Scrambling as Share Prices Plunge
12178,2023-05-07,Migrant Child Labor Debate in Congress Becomes Mired in Immigration Fight
12179,2023-05-13,Asylum Debate Snarls Efforts to Forge an Immigration Deal in Congress
12180,2023-05-13,Deep-Sea Creatures of Bittersweet Orange and Metallic Opaline Green
12181,2023-05-14,"Over Decades, Congress Failed Repeatedly to Address Immigration Dysfunction"
12182,2023-05-15,Staff Members Attacked With Bat at Congressman’s Virginia Office
12183,2023-05-16,The C.E.O. of OpenAI Heads to Congress to Discuss Rules for A.I.
12184,2023-05-16,Congress Is Running Out of Days to Act on the Debt Ceiling
12185,2023-05-16,House Democrats Move to Force a Vote on Expelling Santos From Congress
12186,2023-05-16,Congressional Leaders Hopeful That Debt Limit Deal Is Possible Soon
12187,2023-05-17,Ecuador’s President Dissolves Congress Amid Impeachment Trial
12188,2023-05-17,Mickelson Among Players Interviewed in Antitrust Inquiry Into Pro Golf
12189,2023-05-17,"A Surrealist ‘Titanic’ — Featuring an Octopus, a Wiggly Dance and Mark Zuckerberg"
12190,2023-05-17,House Republicans Stall Effort to Kick George Santos Out of Congress
12191,2023-05-18,"In Battle Over A.I., Meta Decides to Give Away Its Crown Jewels"
12192,2023-05-18,Meta Gave Away Its A.I. Crown Jewels
12193,2023-05-19,Georgia Prosecutor Signals August Timetable for Charges in Trump Inquiry
12194,2023-05-22,Meta Fined $1.3 Billion for Violating E.U. Data Privacy Rules
12195,2023-05-24,Metalheads Take on the World in John Wray’s New Novel
12196,2023-05-26,"Tom Sawyer, Congressman Who Challenged Census Undercount, Dies at 77"
12197,2023-05-28,"Ian Hacking, Eminent Philosopher of Science and Much Else, Dies at 87"
12198,2023-05-29,The Supreme Court Is Crippling Environmental Protections. Where Is Congress?
12199,2023-06-01,The Big Part of the Debt Ceiling Deal Congress Isn’t Talking About
12200,2023-06-01,Congress Is Turning Climate Gaslighting Into Law
12201,2023-06-01,Judge Dismisses D.C.’s Privacy Lawsuit Against Meta
12202,2023-06-02,Apple Is Stepping Into the Metaverse. Will Anyone Care?
12203,2023-06-02,Mark Zuckerberg Would Like You to Know About His Workouts
12204,2023-06-05,"With Prince Harry to Testify in Hacking Case, Royals Prepare to Cringe"
12205,2023-06-06,Can Apple Take the Metaverse Mainstream?
12206,2023-06-07,"Prince Harry, Phone Hacking Avenger"
12207,2023-06-07,Senators Say TikTok May Have Misled Congress on Handling of U.S. User Data
12208,2023-06-07,Golf’s Antitrust Problem Just Got Bigger
12209,2023-06-08,"After a Rocky Year, Zuckerberg Lays Out Meta’s Road Map to Employees"
12210,2023-06-14,"Google’s Online Advertising Practices Violate Antitrust Laws, E.U. Says"
12211,2023-06-14,Congressional Support for Aiding Ukraine Frays Amid Spending Battle
12212,2023-06-15,"Congress Ended Pandemic Cash for Parents, but Some States Have Embraced the Idea"
12213,2023-06-16,Meta to Lower Age for Users of Virtual Reality Headset to 10 From 13
12214,2023-06-17,The Taliban Government Runs on WhatsApp. There’s Just One Problem.
12215,2023-06-22,Congress Spotlights ‘Serious’ Forced Labor Concerns With Chinese Shopping Sites
12216,2023-06-22,Elon Musk Proposes ‘Cage Match’ With Mark Zuckerberg
12217,2023-06-22,Liberal Democrats Boycott Modi’s Speech to Congress
12218,2023-06-22,I.R.S. Agent Told Congress of Hunter Biden Invoking His Father in Business Deal
12219,2023-06-23,Canada Forces Google and Facebook to Pay News Outlets for Linking to Articles
12220,2023-06-24,"Stymied by Congress, Biden Seeks to Rally Voters on Abortion"
12221,2023-06-26,Supreme Court Steps Aside in Fight Over Louisiana’s Congressional Maps
12222,2023-06-28,School Official Convicted After Students Ate Chicken With Bits of Metal
12223,2023-06-28,‘Asteroid City’: Wes Anderson and His All-Stars Go Meta
12224,2023-06-30,Cambodian Ruler’s Facebook Account Goes Dark After Spat With Meta
12225,2023-06-30,"Congress has the power to forgive student loans, but it’s exceedingly unlikely to do so."
12226,2023-07-01,A ‘Cage Match’ Between Elon Musk and Mark Zuckerberg May Be No Joke
12227,2023-07-04,Meta’s ‘Twitter Killer’ App Is Coming
12228,2023-07-04,Meta Loses Appeal on How It Harvests Data in Germany
12229,2023-07-04,The Frequent Fliers of Congress Consider New Flights for Washington Airport
12230,2023-07-05,"Meet Blackbraid, a Black Metal Musician With Native American Roots"
12231,2023-07-05,"Threads, Instagram’s ‘Twitter Killer,’ Has Arrived"
12232,2023-07-06,"Special Episode: Meta’s Twitter Rival Arrives, with Adam Mosseri"
12233,2023-07-06,Advertisers Pay Attention as Meta’s Twitter Rival Surges
12234,2023-07-06,"Threads Becomes Most Rapidly Downloaded App, Raising Twitter’s Ire"
12235,2023-07-07,Threads: An Early Vibe Check
12236,2023-07-07,"These 2024 Candidates Have Signed Up For Threads, Meta’s Twitter Alternative"
12237,2023-07-07,What Is the Threads Logo Supposed to Look Like?
12238,2023-07-08,Mark Zuckerberg’s Threads Poses a Conundrum for Regulators
12239,2023-07-09,Threads Takes on Twitter
12240,2023-07-10,Will Threads Kill Twitter?
12241,2023-07-10,Other Sports Faced Congress’s Glare. Now Golf Will Get Its Turn.
12242,2023-07-10,Sarah Silverman Sues OpenAI and Meta Over Copyright Infringement
12243,2023-07-11,"Blocked Rail Crossings Snarl Towns, but Congress Won’t Act"
12244,2023-07-11,Why the Early Success of Threads May Crash Into Reality
12245,2023-07-12,Threads Review: How Meta’s New App Stacks Up Against Twitter
12246,2023-07-13,The A.I. Wars Heat Up as Elon Musk and Meta Enter the Ring
12247,2023-07-13,F.T.C. Chair Faces Criticism in Congressional Hearing
12248,2023-07-14,Quotation of the Day: Women in Congress Put Equal Rights Amendment Back on the Agenda
12249,2023-07-17,Is the Future of Twitter Hanging by Threads?
12250,2023-07-18,"In Congress, Democrats’ Rift Over Israel Flares on Eve of Herzog Visit"
12251,2023-07-18,Meta Unveils a More Powerful A.I. and Isn’t Fretting Over Who Uses It
12252,2023-07-19,Biden’s Antitrust Team Isn’t Backing Down From a Fight on Deals
12253,2023-07-19,Protests Simmer in Israel as Country’s President Prepares to Address Congress
12254,2023-07-20,"In ‘Twisted Metal’ Series, Killer Clowns Come With Class Commentary"
12255,2023-07-20,"Hacking of Government Email Was Traditional Espionage, Official Says"
12256,2023-07-21,Alabama Lawmakers Decline to Create New Majority-Black Congressional District
12257,2023-07-23,Are Google and Meta to Blame for the Racist Massacre in Buffalo?
12258,2023-07-23,Former Republican Aides Shepherd Whistle-Blowers Through Congress
12259,2023-07-24,Are You Ready? The Nu Metal Renaissance Is Upon Us.
12260,2023-07-24,A Student Sues After Suspension for Mocking Principal on Instagram
12261,2023-07-25,"Psychedelic Therapy, Threads vs. Twitter, My New Book and More"
12262,2023-07-26,Republicans in Congress Seek to Block Hunter Biden’s Plea Deal
12263,2023-07-26,Meta Profit Is Up 16% to $7.8 Billion in Recent Quarter
12264,2023-07-27,What Happened When 15 of Twitter’s Top Celebrities Joined Threads
12265,2023-07-27,"Facebook’s Algorithm Is ‘Influential’ but Doesn’t Necessarily Change Beliefs, Researchers Say"
12266,2023-07-28,A Facebook Internship That Led to a 650-Guest Wedding Celebration
12267,2023-08-01,"A 12-Foot Statue Without a Pedestal, Metaphoric or Otherwise"
12268,2023-08-02,Meta Begins Blocking News in Canada
12269,2023-08-03,Missing From Your Facebook News Feed: Canadian News
12270,2023-08-03,The next steps in the case include setting a timetable for getting to trial.
12271,2023-08-05,The Women’s Magazines of 2023 Are in a Facebook Group and Your Inbox
12272,2023-08-07,Amazon to Meet Regulators as U.S. Considers Possible Antitrust Suit
12273,2023-08-08,"Once Rare, Impeachments and Censures Have Become the Norm in Congress"
12274,2023-08-08,Banks Fined $549 Million Over Use of WhatsApp and Other Messaging Apps
12275,2023-08-12,U.S. Sunscreen Is Stuck in the ’90s. Is This a Job for Congress?
12276,2023-08-12,Why a Floating Speck of Metal Sent Scientists’ Hearts Racing
12277,2023-08-14,"Why Alabama’s Congressional Maps May Need to Be Redrawn, Again"
12278,2023-08-16,How Metallica Hard-Wires a Different Set List Every Night
12279,2023-08-17,The Instagram Account That Shattered a California High School
12280,2023-08-17,"In Bars, Inboxes and Instagram Stories, Trivia Is Anybody’s Game"
12281,2023-08-22,Canadian Officials Condemn Facebook for News Ban as Wildfires Burn
12282,2023-08-24,Proposal to Expand Political Betting Could Up the Ante on Control of Congress
12283,2023-08-26,Two Justices Clash on Congress’s Power Over Supreme Court Ethics
12284,2023-08-28,How an Instagram Account Turned a Bay Area Community Against Itself
12285,2023-08-29,Meta’s ‘Biggest Single Takedown’ Removes Chinese Influence Campaign
12286,2023-09-01,Meta May Allow Instagram and Facebook Users in Europe to Pay to Avoid Ads
12287,2023-09-03,"Florida’s Congressional Map Illegally Hurt Black Voters, Judge Rules"
12288,2023-09-05,Federal Court Again Strikes Down Alabama’s Congressional Map
12289,2023-09-05,Utah 2nd Congressional District Special Primary Election Results 
12290,2023-09-05,Rhode Island First Congressional District Special Primary Election Results
12291,2023-09-06,"After Primary, Rhode Island Looks Set to Have Its First Black Member of Congress"
12292,2023-09-06,What Mark Zuckerberg Doesn’t Understand About Old People
12293,2023-09-06,Google Turns to a Steady Old Hand to Fight Antitrust Charges
12294,2023-09-07,"‘Rotting in the Sun’ Review: Instagram, Real"
12295,2023-09-07,Peter Navarro Convicted of Contempt of Congress Over Jan. 6 Subpoena
12296,2023-09-08,Here Are the 20 Oldest Members of Congress
12297,2023-09-09,The Threads of Identity in a Palestinian Craft
12298,2023-09-09,The Technology Facebook and Google Didn’t Dare Release
12299,2023-09-10,Michael Bloomberg: How Biden and Congress Should Fix the Immigration Crisis in Our Cities
12300,2023-09-10,Congress Embarks on Spending Battle as Shutdown Looms at End of September
12301,2023-09-11,"Microsoft, Google and Antitrust: Similar Legal Theories in a Different Era"
12302,2023-09-12,‘Cybersecurity Issue’ Forces Systems Shutdown at MGM Hotels and Casinos
12303,2023-09-12,Alabama Asks Supreme Court to Revisit Dispute Over Congressional Map
12304,2023-09-12,‘A Monopolist Flexing’: U.S. Blasts Google’s Tactics as Antitrust Trial Opens
12305,2023-09-13,"In Antitrust Trial, Former Google Employee Details History of Search Deals"
12306,2023-09-14,Mummies From Outer Space? Mexico’s Congress Gets a Firsthand Look.
12307,2023-09-15,"Facing a Shutdown, Congress Melts Down"
12308,2023-09-15,Love Letter: A Moment of Metamorphosis
12309,2023-09-25,"Heavy Metal, on Pointe, in ‘Black Sabbath: The Ballet’"
12310,2023-09-26,Instagram’s Favorite Bookseller Is Ready to Go Offline
12311,2023-09-27,"With Meta’s Quest 3, Mixed Reality Is Here. So Now What?"
12312,2023-09-27,Meet the A.I. Jane Austen: Meta Weaves A.I. Throughout Its Apps
12313,2023-09-27,The Republicans Driving Congress Toward a Shutdown
12314,2023-09-29,"All Gas, No Brakes in A.I. + Metaverse Update + Lessons From a Prompt Engineer"
12315,2023-10-03,Congressman Becomes Latest Carjacking Victim as D.C. Crime Continues to Rise
12316,2023-10-03,Senate Delegation to Travel to China During Congressional Recess
12317,2023-10-03,"Campbell Brown, Who Led Facebook News, Leaves Meta"
12318,2023-10-03,"Matt Gaetz, a Polarizing Figure in Congress, Is Polarizing at Home, Too"
12319,2023-10-06,Jimmy Kimmel Calls Gaetz ‘the Least Popular Guy in Congress Right Now’
12320,2023-10-07,Congressional Term Limits Might Break Congress
12321,2023-10-12,Review: Arca Struts the Catwalk Between Diva and Meta Diva
12322,2023-10-13,Microsoft Beats the Antitrust Odds on Its Activision Deal
12323,2023-10-13,"NASA Launches Psyche, a Mission to Explore a Metal Asteroid"
12324,2023-10-13,NASA Launches Mission to Explore a Metal Asteroid
12325,2023-10-13,"In Alaska, a Road to Metals Needed for Clean Energy Could Also Cause Harm"
12326,2023-10-16,Social Media Users Accuse Facebook and Instagram of Suppressing Pro-Palestinian Posts
12327,2023-10-17,"Weekly Student News Quiz: Israel-Hamas War, Congress, Halloween"
12328,2023-10-17,Former Navajo Nation Leader Is Running for Congress in Arizona
12329,2023-10-18,The Jim Jordan Seen in Congress Is the One Constituents Know in Ohio
12330,2023-10-18,"In Antitrust Trial, Google Argues That Smart Employees Explain Its Success"
12331,2023-10-24,Meta Accused by States of Using Features to Lure Children to Instagram and Facebook
12332,2023-10-25,What the U.S. Has Argued in the Google Antitrust Trial
12333,2023-10-25,Bush’s Institute Issues an Urgent Plea for Congress to Renew His AIDS Program
12334,2023-10-25,"Meta Posts 23% Growth as Ads Rebound, With Profit More Than Doubling"
12335,2023-10-26,"A Britney Spears Book Tour: No TV, No Podcasts, Lots of Instagram"
12336,2023-10-26,"Blake Masters Announces Run for Congress, Skipping New Senate Bid"
12337,2023-10-27,"The People v. Meta, Marques Brownlee on YouTube and Future Tech, and DALL-E 3 Arrives"
12338,2023-10-30,"In Europe, Meta Offers Ad-Free Versions of Facebook and Instagram for First Time"
12339,2023-10-30,Democratic Rifts Over Israel Burst to the Forefront in Congress
12340,2023-10-31,"In Cyberattacks, Iran Shows Signs of Improved Hacking Capabilities"
12341,2023-11-01,"In New Hampshire, a Democratic Congressman Debates Ramaswamy"
12342,2023-11-02,"35 Years After Addressing Congress, James Hansen Has More Climate Warnings"
12343,2023-11-05,Another Google Antitrust Battle Reaches Court in Epic Games Case
12344,2023-11-05,"Tyson Recalls Nearly 30,000 Pounds of Chicken Nuggets Over Metal Pieces"
12345,2023-11-06,Democrats in Congress Weigh Calls for Cease-Fire Amid Pressure From the Left
12346,2023-11-07,Rhode Island First Congressional District Special Election Results
12347,2023-11-08,Gabe Amo Is Elected Rhode Island’s First Black Member of Congress
12348,2023-11-08,Mark Zuckerberg Taps the Strengths of WhatsApp
12349,2023-11-08,Meta to Require Political Advertisers to Disclose Use of A.I.
12350,2023-11-08,Congressional Split on Immigration Hangs Over Year-End Spending Fights
12351,2023-11-09,The War in Gaza Is Also Unfolding on Instagram
12352,2023-11-09,"In Congress and on Campuses, ‘From the River to the Sea’ Inflames Debate"
12353,2023-11-11,Inside Facebook’s Dangerous Battle Between Integrity and Engagement
12354,2023-11-13,Democratic Aides in Congress Break With Their Bosses on Israel-Hamas War
12355,2023-11-13,Biden’s Pacific Trade Pact Suffers Setback After Criticism From Congress
12356,2023-11-14,Google’s C.E.O. Takes Another Turn on the Antitrust Witness Stand
12357,2023-11-14,What Google Argued to Defend Itself in Landmark Antitrust Trial
12358,2023-11-14,How Microsoft’s Legal Legacy Shapes the Antitrust Case Against Google
12359,2023-11-14,Threads Will Finally Let Users Delete Their Accounts Without Losing Instagram Too
12360,2023-11-16,"Congress Prevented a Shutdown, but the Spending Fight Is Far From Over"
12361,2023-11-18,The Cybersecurity Lawsuit That Boards Are Talking About
12362,2023-11-18,Congress Isn’t a Schoolyard. Time to Deal With Toxic Immaturity.
12363,2023-11-22,Utah Second Congressional District Special Election Results
12364,2023-11-25,"At Meta, Millions of Underage Users Were an ‘Open Secret,’ States Say"
12365,2023-11-26,"Members of Congress Head for the Exits, Many Citing Dysfunction"
12366,2023-11-26,The Envy Office: Can Instagrammable Design Lure Young Workers Back?
12367,2023-11-26,"Here Are the Members of Congress Giving Up Their Seats, Setting Up a 2024 Fight"
12368,2023-11-27,"How the Biden Administration Took the Pen Away From Meta, Google and Amazon"
12369,2023-11-27,"Botox, Hermès and OnlyFans: Why This May Be George Santos’s Last Week in Congress"
12370,2023-11-29,The National Christmas Tree Fell Over. Insert Metaphor Here.
12371,2023-11-29,"As Congress Weighs Aid to Israel, Some Democrats Want Strings Attached"
12372,2023-11-29,The Chicken Tycoons vs. the Antitrust Hawks
12373,2023-12-01,George Santos Is Kicked Out of Congress in a Historic Vote
12374,2023-12-01,How Every Member Voted On The Expulsion of George Santos From Congress
12375,2023-12-01,"With Santos Ouster, a Chaotic Congress Makes History Again"
12376,2023-12-02,"McCarthy, Laboring to Adjust to Life After the Speakership, Eyes Exiting Congress"
12377,2023-12-04,"White House Warns Ukraine Aid Is Running Out, Pressing Congress for More"
12378,2023-12-04,Georgia Republicans Add Majority-Black Congressional District at Expense of McBath
12379,2023-12-05,"Data Breach at 23andMe Affects 6.9 Million Profiles, Company Says"
12380,2023-12-05,"Patrick McHenry, Former Interim Speaker, Will Leave Congress"
12381,2023-12-06,McCarthy Says He Will Leave Congress at the End of the Year
12382,2023-12-06,Biden Calls on Congress to Approve Aid to Ukraine: ‘This Cannot Wait’
12383,2023-12-07,"Meta Plans to Add Encryption to Messenger, Stoking a Privacy Debate"
12384,2023-12-07,Congress Passed a Money Laundering Law. Interest Groups Are Still Fighting It.
12385,2023-12-08,Universities Face Congressional Inquiry and Angry Donors Over Handling of Antisemitism
12386,2023-12-08,Harvard President Apologizes for Congressional Testimony on Antisemitism
12387,2023-12-08,Fund for Nuclear Waste Exposure Victims in Limbo as Congress Balks at Cost
12388,2023-12-09,State Department Bypasses Congress to Approve Israel’s Order for Tank Ammunition
12389,2023-12-12,Google Loses Antitrust Court Battle With Makers of Fortnite Video Game
12390,2023-12-12,"Google’s Antitrust Setback Could Remake the App Economy, and More"
12391,2023-12-12,To Testify or Not to Testify in Congress? Your Job Could Hang in the Balance.
12392,2023-12-12,Google’s Antitrust Loss to Epic Could Preview Its Legal Fate in 2024
12393,2023-12-13,How Meta’s New Face Camera Heralds a New Age of Surveillance
12394,2023-12-14,Congress Orders U.F.O. Records Released but Drops Bid for Broader Disclosure
12395,2023-12-14,"Brazil’s Congress Weakens Protection of Indigenous Lands, Defying Lula"
12396,2023-12-15,"U.S. Downplays Rift with Israel, and Congress Orders U.F.O. Records Released"
12397,2023-12-15,Congress Approves Sweeping New Protections for J.R.O.T.C. Cadets
12398,2023-12-19,Google Allows More App Payment Options in Antitrust Deal With States
12399,2023-12-19,Congress Abandons Ukraine Aid Until Next Year as Border Talks Continue
12400,2023-12-20,The Cult of Mother God Was Made for the Instagram Era
12401,2023-12-22,"Explaining the South on Instagram, One Custom at a Time"
12402,2023-12-25,"Metal, Fire, ‘Hitting Stuff Hard’: Everybody Wants to Be a Blacksmith Now"
12403,2023-12-26,Lawmakers With Disabled Children Find Common Ground in Divided Congress
12404,2023-12-26,Appeals Court Reverses Conviction of Former Nebraska Congressman
12405,2023-12-27,Trump Assails Congresswoman in His Latest Escalation on Social Media
12406,2023-12-30,Biden Administration Again Bypasses Congress for Weapons Sale to Israel
12407,2024-01-03,"Eddie Bernice Johnson, Trailblazer in Congress and Beyond, Dies at 89"
12408,2024-01-05,Officer Who Defended Capitol on Jan. 6 Runs for Congress in Maryland
12409,2024-01-05,U.S. Moves Closer to Filing Sweeping Antitrust Case Against Apple
12410,2024-01-08,Far Right Balks as Congress Begins Push to Enact Spending Deal
12411,2024-01-09,"Defying Trump, G.O.P. Congressmen Hit the Road for DeSantis"
12412,2024-01-11,How a Congressman Wants to Honor Roberto Clemente
12413,2024-01-15,Congressional Leaders Unveil Stopgap Bill to Head Off Shutdown
12414,2024-01-16,"Lawmakers Strike Tax Deal, but It Faces Long Election-Year Odds in Congress"
12415,2024-01-16,Biden Invites Congressional Leaders to White House to Discuss Aid to Ukraine
12416,2024-01-17,"Hakim, Meet Hakeem: How a Young City Farmer Got to Know a Congressman"
12417,2024-01-18,Sheryl Sandberg to Depart Meta’s Board of Directors
12418,2024-01-18,"Congress Clears Stopgap Spending Bill for Biden, Moving to Avert Shutdown"
12419,2024-01-20,Rare Earth Metals May Be Lurking in Your Junk Drawer
12420,2024-01-21,"Charles O. Jones, Expert on Congress and the Presidency, Dies at 92"
12421,2024-01-22,"A Riveting Thriller Spun From Texts, Emails and WhatsApp Messages"
12422,2024-01-22,9 Democratic Governors Push Biden and Congress to Address Migrant Crisis
12423,2024-01-23,The Shadowy Story of Oppenheimer and Congress
12424,2024-01-24,"After Early Primary Victories, Republicans in Congress Fall in Line Behind Trump"
12425,2024-01-25,Biden Urges Congress to Quickly Approve F-16 Sale to Turkey
12426,2024-01-25,Navarro Is Sentenced to 4 Months in Prison for Stonewalling Congress
12427,2024-01-25,L.A. County to Pay $5 Million to Election Executive Wrongly Charged With Data Breach
12428,2024-01-26,"Biden Vows Border Shutdown, Pressing Congress to Pass Immigration Deal"
12429,2024-01-27,State Dept. Tells Congress It Has Approved Sale of F-16 Jets to Turkey
12430,2024-01-29,African National Congress Suspends Former President Jacob Zuma
12431,2024-01-29,The World’s Biggest Jeweler Now Only Sources Recycled Metals
12432,2024-01-31,"Meta Rejected Efforts to Improve Children’s Safety, Documents Show"
12433,2024-01-31,"Who Should Interpret the Rules? Congress, Courts or Agencies?"
12434,2024-02-01,Will Congress Move on New Rules for Online Children’s Safety?
12435,2024-02-01,Meta Reports Profits More Than Tripled and Issues Its First Dividend
12436,2024-02-01,History of Failure on Border Policy Hangs Over Current Push in Congress
12437,2024-02-02,We Tried the Apple Vision Pro + Can Congress Protect Kids Online? + Cruise’s Crash
12438,2024-02-02,Meta’s Stock Surges After Jump in Profits
12439,2024-02-03,Bill Ackman and Mark Zuckerberg Fail to Land Candidates on Harvard’s Board of Overseers
12440,2024-02-06,Meta Calls for Industry Effort to Label A.I.-Generated Content
12441,2024-02-06,Dysfunction Reigns in Congress as G.O.P. Defeats Multiply
12442,2024-02-07,"Right-Wing Congressman to Run for Senate in Montana, Igniting G.O.P. Fight"
12443,2024-02-08,Attorney General’s Letter to Congress on the Hur Report
12444,2024-02-09,Prince Harry Gets Damages in Hacking Case and Calls Out Piers Morgan
12445,2024-02-11,Congressman Who Broke With G.O.P. on Mayorkas Vote Will Not Seek Re-election
12446,2024-02-12,Congress to Examine U.S. Spy Agencies’ Work on Havana Syndrome
12447,2024-02-13,New York Third Congressional District Special Election Results
12448,2024-02-13,How Congress Could Bypass Republican Opposition to Funding Ukraine
12449,2024-02-14,House Republican Majority Shrinks Again as Congress Faces Critical Issues
12450,2024-02-15,"Haley Should Get Secret Service Protection, a Congressional Panel Says"
12451,2024-02-15,U.S. Disrupts Hacking Operation Led by Russian Intelligence
12452,2024-02-16,The Antitrust Enforcers Aimed at Big Tech. Then Came the Backlash.
12453,2024-02-17,On the Ground of Biden’s Antitrust Agenda
12454,2024-02-17,Biden Administration Blames Congress for Fall of Ukrainian City
12455,2024-02-21,Biden Hardens Protection Against Cybersecurity Threats to Ports
12456,2024-02-22,Biden Calls Republicans in Congress ‘Worse’ Than Strom Thurmond
12457,2024-02-22,Instagram’s Uneasy Rise as a News Site
12458,2024-02-22,"As China Expands Its Hacking Operations, a Vulnerability Emerges"
12459,2024-02-23,Biden Lawyers Wrestle With Lack of Congressional Blessing for Houthi Conflict
12460,2024-02-23,"What’s Troubling Putin, and the Dark Side of Instagram"
12461,2024-02-23,An Instagram Investigation
12462,2024-02-26,"Days Before Shutdown Deadline, Biden Summons Congressional Leaders for Talks"
12463,2024-02-27,Instagram and Facebook Subscriptions Get New Scrutiny in Child Safety Suit
12464,2024-02-27,Democrats Propose N.Y. Congressional Map With Slight Tilt in Their Favor
12465,2024-02-27,"After 4 Months of War, Biden and Netanyahu Are on Different Timetables"
12466,2024-02-28,Congressional Leaders Strike a Short-Term Deal to Avert Partial Shutdown
12467,2024-02-28,"Kroger, Albertsons and the Biden Administration’s New Antitrust Playbook"
12468,2024-02-29,Tom Suozzi Returns to Congress With 2 Words for House: ‘Wake Up’
12469,2024-03-01,Jewish Students Describe Facing Antisemitism on Campus to Members of Congress
12470,2024-03-04,Google Settles Smaller Lawsuits as It Prepares for More Antitrust Fights
12471,2024-03-05,Meta Says Access Is Restored After Facebook and Instagram Outage
12472,2024-03-05,California 30th Congressional District Primary Election Results
12473,2024-03-05,Texas 12th Congressional District Primary Election Results
12474,2024-03-05,North Carolina 6th Congressional District Primary Election Results
12475,2024-03-05,California 17th Congressional District Primary Election Results
12476,2024-03-05,California 23rd Congressional District Primary Election Results
12477,2024-03-05,Alabama 5th Congressional District Primary Election Results
12478,2024-03-05,Texas 10th Congressional District Primary Election Results
12479,2024-03-05,California 11th Congressional District Primary Election Results
12480,2024-03-05,Texas 34th Congressional District Primary Election Results
12481,2024-03-05,North Carolina 4th Congressional District Primary Election Results
12482,2024-03-05,Alabama 1st Congressional District Primary Election Results
